airline_name,type,flight_date,timestamp,price
United Airlines,Total,16 March – 18 April,2023-03-06,"6,189"
United Airlines,Total,16 March – 19 April,2023-03-06,"6,383"
United Airlines,Total,17 March – 13 April,2023-03-06,"2,578"
United Airlines,Total,17 March – 14 April,2023-03-06,"3,301"
United Airlines,Total,17 March – 15 April,2023-03-06,"3,458"
United Airlines,Total,17 March – 16 April,2023-03-06,"4,079"
United Airlines,Total,17 March – 17 April,2023-03-06,"5,709"
United Airlines,Total,17 March – 18 April,2023-03-06,"6,168"
United Airlines,Total,17 March – 19 April,2023-03-06,"6,382"
United Airlines,Total,18 March – 13 April,2023-03-06,"2,510"
United Airlines,Total,18 March – 14 April,2023-03-06,"3,173"
United Airlines,Total,18 March – 15 April,2023-03-06,"3,575"
United Airlines,Total,18 March – 16 April,2023-03-06,"3,982"
United Airlines,Total,18 March – 17 April,2023-03-06,"5,670"
United Airlines,Total,18 March – 18 April,2023-03-06,"6,278"
United Airlines,Total,18 March – 19 April,2023-03-06,"6,415"
United Airlines,Departure,1880,2023-03-07,"1,843"
United Airlines,Departure,1850,2023-03-07,"1,710"
United Airlines,Departure,1200,2023-03-07,924
United Airlines,Departure,1000,2023-03-07,818
United Airlines,Departure,1900,2023-03-07,"1,823"
United Airlines,Departure,1990,2023-03-07,"2,398"
United Airlines,Departure,1760,2023-03-07,"2,194"
United Airlines,Return,13 April,2023-03-07,513
United Airlines,Return,14 April,2023-03-07,598
United Airlines,Return,15 April,2023-03-07,955
United Airlines,Return,16 April,2023-03-07,592
United Airlines,Return,17 April,2023-03-07,686
United Airlines,Return,18 April,2023-03-07,364
United Airlines,Return,19 April,2023-03-07,297
United Airlines,Total,12 March – 13 April,2023-03-07,"2,474"
United Airlines,Total,12 March – 14 April,2023-03-07,"3,163"
United Airlines,Total,12 March – 15 April,2023-03-07,"3,432"
United Airlines,Total,12 March – 16 April,2023-03-07,"3,942"
United Airlines,Total,12 March – 17 April,2023-03-07,"5,692"
United Airlines,Total,12 March – 18 April,2023-03-07,"6,293"
United Airlines,Total,12 March – 19 April,2023-03-07,"6,417"
United Airlines,Total,13 March – 13 April,2023-03-07,"2,509"
United Airlines,Total,13 March – 14 April,2023-03-07,"3,204"
United Airlines,Total,13 March – 15 April,2023-03-07,"3,582"
United Airlines,Total,13 March – 16 April,2023-03-07,"4,075"
United Airlines,Total,13 March – 17 April,2023-03-07,"5,602"
United Airlines,Total,13 March – 18 April,2023-03-07,"6,106"
United Airlines,Total,13 March – 19 April,2023-03-07,"6,428"
United Airlines,Total,14 March – 13 April,2023-03-07,"2,490"
United Airlines,Total,14 March – 14 April,2023-03-07,"3,251"
United Airlines,Total,14 March – 15 April,2023-03-07,"3,525"
United Airlines,Total,14 March – 16 April,2023-03-07,"4,051"
United Airlines,Total,14 March – 17 April,2023-03-07,"5,539"
United Airlines,Total,14 March – 18 April,2023-03-07,"6,157"
United Airlines,Total,14 March – 19 April,2023-03-07,"6,496"
United Airlines,Total,15 March – 13 April,2023-03-07,"2,545"
United Airlines,Total,15 March – 14 April,2023-03-07,"3,303"
United Airlines,Total,15 March – 15 April,2023-03-07,"3,535"
United Airlines,Total,15 March – 16 April,2023-03-07,"3,952"
United Airlines,Total,15 March – 17 April,2023-03-07,"5,659"
United Airlines,Total,15 March – 18 April,2023-03-07,"6,262"
United Airlines,Total,15 March – 19 April,2023-03-07,"6,448"
United Airlines,Total,16 March – 13 April,2023-03-07,"2,433"
United Airlines,Total,16 March – 14 April,2023-03-07,"3,318"
United Airlines,Total,16 March – 15 April,2023-03-07,"3,566"
United Airlines,Total,16 March – 16 April,2023-03-07,"4,073"
United Airlines,Total,16 March – 17 April,2023-03-07,"5,579"
United Airlines,Total,16 March – 18 April,2023-03-07,"6,225"
United Airlines,Total,16 March – 19 April,2023-03-07,"6,452"
United Airlines,Total,17 March – 13 April,2023-03-07,"2,529"
United Airlines,Total,17 March – 14 April,2023-03-07,"3,266"
United Airlines,Total,17 March – 15 April,2023-03-07,"3,503"
United Airlines,Total,17 March – 16 April,2023-03-07,"4,059"
United Airlines,Total,17 March – 17 April,2023-03-07,"5,613"
United Airlines,Total,17 March – 18 April,2023-03-07,"6,299"
United Airlines,Total,17 March – 19 April,2023-03-07,"6,512"
United Airlines,Total,18 March – 13 April,2023-03-07,"2,572"
United Airlines,Total,18 March – 14 April,2023-03-07,"3,267"
United Airlines,Total,18 March – 15 April,2023-03-07,"3,536"
United Airlines,Total,18 March – 16 April,2023-03-07,"3,922"
United Airlines,Total,18 March – 17 April,2023-03-07,"5,555"
United Airlines,Total,18 March – 18 April,2023-03-07,"6,280"
United Airlines,Total,18 March – 19 April,2023-03-07,"6,434"
United Airlines,Departure,1880,2023-03-08,"2,120"
United Airlines,Departure,1850,2023-03-08,"1,662"
United Airlines,Departure,1200,2023-03-08,"1,028"
United Airlines,Departure,1000,2023-03-08,814
United Airlines,Departure,1900,2023-03-08,"1,710"
United Airlines,Departure,1990,2023-03-08,"1,721"
United Airlines,Departure,1760,2023-03-08,"1,552"
United Airlines,Return,13 April,2023-03-08,512
United Airlines,Return,14 April,2023-03-08,584
United Airlines,Return,15 April,2023-03-08,768
United Airlines,Return,16 April,2023-03-08,524
United Airlines,Return,17 April,2023-03-08,651
United Airlines,Return,18 April,2023-03-08,368
United Airlines,Return,19 April,2023-03-08,302
United Airlines,Total,12 March – 13 April,2023-03-08,"2,434"
United Airlines,Total,12 March – 14 April,2023-03-08,"3,227"
United Airlines,Total,12 March – 15 April,2023-03-08,"3,484"
United Airlines,Total,12 March – 16 April,2023-03-08,"4,084"
United Airlines,Total,12 March – 17 April,2023-03-08,"5,566"
United Airlines,Total,12 March – 18 April,2023-03-08,"6,244"
United Airlines,Total,12 March – 19 April,2023-03-08,"6,546"
United Airlines,Total,13 March – 13 April,2023-03-08,"2,515"
United Airlines,Total,13 March – 14 April,2023-03-08,"3,241"
United Airlines,Total,13 March – 15 April,2023-03-08,"3,538"
United Airlines,Total,13 March – 16 April,2023-03-08,"3,977"
United Airlines,Total,13 March – 17 April,2023-03-08,"5,689"
United Airlines,Total,13 March – 18 April,2023-03-08,"6,211"
United Airlines,Total,13 March – 19 April,2023-03-08,"6,444"
United Airlines,Total,14 March – 13 April,2023-03-08,"2,424"
United Airlines,Total,14 March – 14 April,2023-03-08,"3,261"
United Airlines,Total,14 March – 15 April,2023-03-08,"3,475"
United Airlines,Total,14 March – 16 April,2023-03-08,"3,949"
United Airlines,Total,14 March – 17 April,2023-03-08,"5,560"
United Airlines,Total,14 March – 18 April,2023-03-08,"6,163"
United Airlines,Total,14 March – 19 April,2023-03-08,"6,444"
United Airlines,Total,15 March – 13 April,2023-03-08,"2,550"
United Airlines,Total,15 March – 14 April,2023-03-08,"3,152"
United Airlines,Total,15 March – 15 April,2023-03-08,"3,459"
United Airlines,Total,15 March – 16 April,2023-03-08,"3,981"
United Airlines,Total,15 March – 17 April,2023-03-08,"5,519"
United Airlines,Total,15 March – 18 April,2023-03-08,"6,243"
United Airlines,Total,15 March – 19 April,2023-03-08,"6,519"
United Airlines,Total,16 March – 13 April,2023-03-08,"2,592"
United Airlines,Total,16 March – 14 April,2023-03-08,"3,175"
United Airlines,Total,16 March – 15 April,2023-03-08,"3,569"
United Airlines,Total,16 March – 16 April,2023-03-08,"3,914"
United Airlines,Total,16 March – 17 April,2023-03-08,"5,633"
United Airlines,Total,16 March – 18 April,2023-03-08,"6,158"
United Airlines,Total,16 March – 19 April,2023-03-08,"6,432"
United Airlines,Total,17 March – 13 April,2023-03-08,"2,445"
United Airlines,Total,17 March – 14 April,2023-03-08,"3,174"
United Airlines,Total,17 March – 15 April,2023-03-08,"3,471"
United Airlines,Total,17 March – 16 April,2023-03-08,"3,943"
United Airlines,Total,17 March – 17 April,2023-03-08,"5,694"
United Airlines,Total,17 March – 18 April,2023-03-08,"6,261"
United Airlines,Total,17 March – 19 April,2023-03-08,"6,536"
United Airlines,Total,18 March – 13 April,2023-03-08,"2,474"
United Airlines,Total,18 March – 14 April,2023-03-08,"3,313"
United Airlines,Total,18 March – 15 April,2023-03-08,"3,495"
United Airlines,Total,18 March – 16 April,2023-03-08,"3,941"
United Airlines,Total,18 March – 17 April,2023-03-08,"5,616"
United Airlines,Total,18 March – 18 April,2023-03-08,"6,191"
United Airlines,Total,18 March – 19 April,2023-03-08,"6,501"
United Airlines,Departure,1880,2023-03-09,"2,090"
United Airlines,Departure,1850,2023-03-09,"1,843"
United Airlines,Departure,1200,2023-03-09,"1,400"
United Airlines,Departure,1000,2023-03-09,990
United Airlines,Departure,1900,2023-03-09,"1,401"
United Airlines,Departure,1990,2023-03-09,"2,072"
United Airlines,Departure,1760,2023-03-09,"2,259"
United Airlines,Return,13 April,2023-03-09,598
United Airlines,Return,14 April,2023-03-09,734
United Airlines,Return,15 April,2023-03-09,783
United Airlines,Return,16 April,2023-03-09,786
United Airlines,Return,17 April,2023-03-09,572
United Airlines,Return,18 April,2023-03-09,476
United Airlines,Return,19 April,2023-03-09,310
United Airlines,Total,12 March – 13 April,2023-03-09,"2,453"
United Airlines,Total,12 March – 14 April,2023-03-09,"3,276"
United Airlines,Total,12 March – 15 April,2023-03-09,"3,549"
United Airlines,Total,12 March – 16 April,2023-03-09,"3,987"
United Airlines,Total,12 March – 17 April,2023-03-09,"5,573"
United Airlines,Total,12 March – 18 April,2023-03-09,"6,272"
United Airlines,Total,12 March – 19 April,2023-03-09,"6,369"
United Airlines,Total,13 March – 13 April,2023-03-09,"2,541"
United Airlines,Total,13 March – 14 April,2023-03-09,"3,253"
United Airlines,Total,13 March – 15 April,2023-03-09,"3,437"
United Airlines,Total,13 March – 16 April,2023-03-09,"3,911"
United Airlines,Total,13 March – 17 April,2023-03-09,"5,601"
United Airlines,Total,13 March – 18 April,2023-03-09,"6,290"
United Airlines,Total,13 March – 19 April,2023-03-09,"6,544"
United Airlines,Total,14 March – 13 April,2023-03-09,"2,454"
United Airlines,Total,14 March – 14 April,2023-03-09,"3,267"
United Airlines,Total,14 March – 15 April,2023-03-09,"3,544"
United Airlines,Total,14 March – 16 April,2023-03-09,"4,004"
United Airlines,Total,14 March – 17 April,2023-03-09,"5,592"
United Airlines,Total,14 March – 18 April,2023-03-09,"6,163"
United Airlines,Total,14 March – 19 April,2023-03-09,"6,378"
United Airlines,Total,15 March – 13 April,2023-03-09,"2,496"
United Airlines,Total,15 March – 14 April,2023-03-09,"3,179"
United Airlines,Total,15 March – 15 April,2023-03-09,"3,411"
United Airlines,Total,15 March – 16 April,2023-03-09,"3,935"
United Airlines,Total,15 March – 17 April,2023-03-09,"5,544"
United Airlines,Total,15 March – 18 April,2023-03-09,"6,258"
United Airlines,Total,15 March – 19 April,2023-03-09,"6,524"
United Airlines,Total,16 March – 13 April,2023-03-09,"2,556"
United Airlines,Total,16 March – 14 April,2023-03-09,"3,322"
United Airlines,Total,16 March – 15 April,2023-03-09,"3,548"
United Airlines,Total,16 March – 16 April,2023-03-09,"3,969"
United Airlines,Total,16 March – 17 April,2023-03-09,"5,650"
United Airlines,Total,16 March – 18 April,2023-03-09,"6,175"
United Airlines,Total,16 March – 19 April,2023-03-09,"6,490"
United Airlines,Total,17 March – 13 April,2023-03-09,"2,442"
United Airlines,Total,17 March – 14 April,2023-03-09,"3,153"
United Airlines,Total,17 March – 15 April,2023-03-09,"3,538"
United Airlines,Total,17 March – 16 April,2023-03-09,"4,047"
United Airlines,Total,17 March – 17 April,2023-03-09,"5,535"
United Airlines,Total,17 March – 18 April,2023-03-09,"6,287"
United Airlines,Total,17 March – 19 April,2023-03-09,"6,532"
United Airlines,Total,18 March – 13 April,2023-03-09,"2,513"
United Airlines,Total,18 March – 14 April,2023-03-09,"3,137"
United Airlines,Total,18 March – 15 April,2023-03-09,"3,464"
United Airlines,Total,18 March – 16 April,2023-03-09,"4,017"
United Airlines,Total,18 March – 17 April,2023-03-09,"5,675"
United Airlines,Total,18 March – 18 April,2023-03-09,"6,156"
United Airlines,Total,18 March – 19 April,2023-03-09,"6,479"
United Airlines,Departure,1880,2023-03-10,"1,676"
United Airlines,Departure,1850,2023-03-10,"1,670"
United Airlines,Departure,1200,2023-03-10,"1,374"
United Airlines,Departure,1000,2023-03-10,880
United Airlines,Departure,1900,2023-03-10,"1,929"
United Airlines,Departure,1990,2023-03-10,"1,674"
United Airlines,Departure,1760,2023-03-10,"1,850"
United Airlines,Return,13 April,2023-03-10,562
United Airlines,Return,14 April,2023-03-10,767
United Airlines,Return,15 April,2023-03-10,974
United Airlines,Return,16 April,2023-03-10,592
United Airlines,Return,17 April,2023-03-10,624
United Airlines,Return,18 April,2023-03-10,403
United Airlines,Return,19 April,2023-03-10,574
United Airlines,Total,12 March – 13 April,2023-03-10,"2,481"
United Airlines,Total,12 March – 14 April,2023-03-10,"3,237"
United Airlines,Total,12 March – 15 April,2023-03-10,"3,567"
United Airlines,Total,12 March – 16 April,2023-03-10,"3,898"
United Airlines,Total,12 March – 17 April,2023-03-10,"5,586"
United Airlines,Total,12 March – 18 April,2023-03-10,"6,181"
United Airlines,Total,12 March – 19 April,2023-03-10,"6,432"
United Airlines,Total,13 March – 13 April,2023-03-10,"2,612"
United Airlines,Total,13 March – 14 April,2023-03-10,"3,126"
United Airlines,Total,13 March – 15 April,2023-03-10,"3,586"
United Airlines,Total,13 March – 16 April,2023-03-10,"3,912"
United Airlines,Total,13 March – 17 April,2023-03-10,"5,528"
United Airlines,Total,13 March – 18 April,2023-03-10,"6,297"
United Airlines,Total,13 March – 19 April,2023-03-10,"6,562"
United Airlines,Total,14 March – 13 April,2023-03-10,"2,456"
United Airlines,Total,14 March – 14 April,2023-03-10,"3,258"
United Airlines,Total,14 March – 15 April,2023-03-10,"3,464"
United Airlines,Total,14 March – 16 April,2023-03-10,"3,966"
United Airlines,Total,14 March – 17 April,2023-03-10,"5,653"
United Airlines,Total,14 March – 18 April,2023-03-10,"6,188"
United Airlines,Total,14 March – 19 April,2023-03-10,"6,551"
United Airlines,Total,15 March – 13 April,2023-03-10,"2,423"
United Airlines,Total,15 March – 14 April,2023-03-10,"3,223"
United Airlines,Total,15 March – 15 April,2023-03-10,"3,399"
United Airlines,Total,15 March – 16 April,2023-03-10,"3,949"
United Airlines,Total,15 March – 17 April,2023-03-10,"5,715"
United Airlines,Total,15 March – 18 April,2023-03-10,"6,150"
United Airlines,Total,15 March – 19 April,2023-03-10,"6,484"
United Airlines,Total,16 March – 13 April,2023-03-10,"2,489"
United Airlines,Total,16 March – 14 April,2023-03-10,"3,216"
United Airlines,Total,16 March – 15 April,2023-03-10,"3,558"
United Airlines,Total,16 March – 16 April,2023-03-10,"3,984"
United Airlines,Total,16 March – 17 April,2023-03-10,"5,540"
United Airlines,Total,16 March – 18 April,2023-03-10,"6,240"
United Airlines,Total,16 March – 19 April,2023-03-10,"6,523"
United Airlines,Total,17 March – 13 April,2023-03-10,"2,454"
United Airlines,Total,17 March – 14 April,2023-03-10,"3,238"
United Airlines,Total,17 March – 15 April,2023-03-10,"3,577"
United Airlines,Total,17 March – 16 April,2023-03-10,"3,979"
United Airlines,Total,17 March – 17 April,2023-03-10,"5,575"
United Airlines,Total,17 March – 18 April,2023-03-10,"6,271"
United Airlines,Total,17 March – 19 April,2023-03-10,"6,480"
United Airlines,Total,18 March – 13 April,2023-03-10,"2,595"
United Airlines,Total,18 March – 14 April,2023-03-10,"3,130"
United Airlines,Total,18 March – 15 April,2023-03-10,"3,566"
United Airlines,Total,18 March – 16 April,2023-03-10,"4,071"
United Airlines,Total,18 March – 17 April,2023-03-10,"5,576"
United Airlines,Total,18 March – 18 April,2023-03-10,"6,211"
United Airlines,Total,18 March – 19 April,2023-03-10,"6,425"
United Airlines,Departure,1880,2023-03-11,"2,232"
United Airlines,Departure,1850,2023-03-11,"1,414"
United Airlines,Departure,1200,2023-03-11,"1,609"
United Airlines,Departure,1000,2023-03-11,899
United Airlines,Departure,1900,2023-03-11,"2,001"
United Airlines,Departure,1990,2023-03-11,"1,710"
United Airlines,Departure,1760,2023-03-11,"1,336"
United Airlines,Return,13 April,2023-03-11,723
United Airlines,Return,14 April,2023-03-11,743
United Airlines,Return,15 April,2023-03-11,737
United Airlines,Return,16 April,2023-03-11,739
United Airlines,Return,17 April,2023-03-11,685
United Airlines,Return,18 April,2023-03-11,441
United Airlines,Return,19 April,2023-03-11,492
United Airlines,Total,12 March – 13 April,2023-03-11,"2,492"
United Airlines,Total,12 March – 14 April,2023-03-11,"3,260"
United Airlines,Total,12 March – 15 April,2023-03-11,"3,578"
United Airlines,Total,12 March – 16 April,2023-03-11,"3,963"
United Airlines,Total,12 March – 17 April,2023-03-11,"5,679"
United Airlines,Total,12 March – 18 April,2023-03-11,"6,262"
United Airlines,Total,12 March – 19 April,2023-03-11,"6,421"
United Airlines,Total,13 March – 13 April,2023-03-11,"2,435"
United Airlines,Total,13 March – 14 April,2023-03-11,"3,239"
United Airlines,Total,13 March – 15 April,2023-03-11,"3,588"
United Airlines,Total,13 March – 16 April,2023-03-11,"3,983"
United Airlines,Total,13 March – 17 April,2023-03-11,"5,520"
United Airlines,Total,13 March – 18 April,2023-03-11,"6,297"
United Airlines,Total,13 March – 19 April,2023-03-11,"6,442"
United Airlines,Total,14 March – 13 April,2023-03-11,"2,529"
United Airlines,Total,14 March – 14 April,2023-03-11,"3,138"
United Airlines,Total,14 March – 15 April,2023-03-11,"3,399"
United Airlines,Total,14 March – 16 April,2023-03-11,"3,887"
United Airlines,Total,14 March – 17 April,2023-03-11,"5,561"
United Airlines,Total,14 March – 18 April,2023-03-11,"6,131"
United Airlines,Total,14 March – 19 April,2023-03-11,"6,442"
United Airlines,Total,15 March – 13 April,2023-03-11,"2,535"
United Airlines,Total,15 March – 14 April,2023-03-11,"3,179"
United Airlines,Total,15 March – 15 April,2023-03-11,"3,512"
United Airlines,Total,15 March – 16 April,2023-03-11,"3,907"
United Airlines,Total,15 March – 17 April,2023-03-11,"5,691"
United Airlines,Total,15 March – 18 April,2023-03-11,"6,238"
United Airlines,Total,15 March – 19 April,2023-03-11,"6,473"
United Airlines,Total,16 March – 13 April,2023-03-11,"2,527"
United Airlines,Total,16 March – 14 April,2023-03-11,"3,300"
United Airlines,Total,16 March – 15 April,2023-03-11,"3,406"
United Airlines,Total,16 March – 16 April,2023-03-11,"3,983"
United Airlines,Total,16 March – 17 April,2023-03-11,"5,706"
United Airlines,Total,16 March – 18 April,2023-03-11,"6,266"
United Airlines,Total,16 March – 19 April,2023-03-11,"6,501"
United Airlines,Total,17 March – 13 April,2023-03-11,"2,572"
United Airlines,Total,17 March – 14 April,2023-03-11,"3,174"
United Airlines,Total,17 March – 15 April,2023-03-11,"3,496"
United Airlines,Total,17 March – 16 April,2023-03-11,"3,892"
United Airlines,Total,17 March – 17 April,2023-03-11,"5,536"
United Airlines,Total,17 March – 18 April,2023-03-11,"6,167"
United Airlines,Total,17 March – 19 April,2023-03-11,"6,533"
United Airlines,Total,18 March – 13 April,2023-03-11,"2,609"
United Airlines,Total,18 March – 14 April,2023-03-11,"3,185"
United Airlines,Total,18 March – 15 April,2023-03-11,"3,512"
United Airlines,Total,18 March – 16 April,2023-03-11,"4,075"
United Airlines,Total,18 March – 17 April,2023-03-11,"5,574"
United Airlines,Total,18 March – 18 April,2023-03-11,"6,201"
United Airlines,Total,18 March – 19 April,2023-03-11,"6,488"
United Airlines,Departure,1880,2023-03-12,"1,552"
United Airlines,Departure,1850,2023-03-12,"1,748"
United Airlines,Departure,1200,2023-03-12,"1,561"
United Airlines,Departure,1000,2023-03-12,"1,126"
United Airlines,Departure,1900,2023-03-12,"1,400"
United Airlines,Departure,1990,2023-03-12,"2,409"
United Airlines,Departure,1760,2023-03-12,"1,271"
United Airlines,Return,13 April,2023-03-12,686
United Airlines,Return,14 April,2023-03-12,817
United Airlines,Return,15 April,2023-03-12,944
United Airlines,Return,16 April,2023-03-12,763
United Airlines,Return,17 April,2023-03-12,828
United Airlines,Return,18 April,2023-03-12,512
United Airlines,Return,19 April,2023-03-12,453
United Airlines,Total,12 March – 13 April,2023-03-12,"2,560"
United Airlines,Total,12 March – 14 April,2023-03-12,"3,135"
United Airlines,Total,12 March – 15 April,2023-03-12,"3,576"
United Airlines,Total,12 March – 16 April,2023-03-12,"4,057"
United Airlines,Total,12 March – 17 April,2023-03-12,"5,716"
United Airlines,Total,12 March – 18 April,2023-03-12,"6,135"
United Airlines,Total,12 March – 19 April,2023-03-12,"6,437"
United Airlines,Total,13 March – 13 April,2023-03-12,"2,450"
United Airlines,Total,13 March – 14 April,2023-03-12,"3,186"
United Airlines,Total,13 March – 15 April,2023-03-12,"3,468"
United Airlines,Total,13 March – 16 April,2023-03-12,"3,888"
United Airlines,Total,13 March – 17 April,2023-03-12,"5,599"
United Airlines,Total,13 March – 18 April,2023-03-12,"6,285"
United Airlines,Total,13 March – 19 April,2023-03-12,"6,492"
United Airlines,Total,14 March – 13 April,2023-03-12,"2,505"
United Airlines,Total,14 March – 14 April,2023-03-12,"3,178"
United Airlines,Total,14 March – 15 April,2023-03-12,"3,586"
United Airlines,Total,14 March – 16 April,2023-03-12,"3,991"
United Airlines,Total,14 March – 17 April,2023-03-12,"5,637"
United Airlines,Total,14 March – 18 April,2023-03-12,"6,204"
United Airlines,Total,14 March – 19 April,2023-03-12,"6,421"
United Airlines,Total,15 March – 13 April,2023-03-12,"2,520"
United Airlines,Total,15 March – 14 April,2023-03-12,"3,191"
United Airlines,Total,15 March – 15 April,2023-03-12,"3,504"
United Airlines,Total,15 March – 16 April,2023-03-12,"3,913"
United Airlines,Total,15 March – 17 April,2023-03-12,"5,653"
United Airlines,Total,15 March – 18 April,2023-03-12,"6,251"
United Airlines,Total,15 March – 19 April,2023-03-12,"6,429"
United Airlines,Total,16 March – 13 April,2023-03-12,"2,466"
United Airlines,Total,16 March – 14 April,2023-03-12,"3,275"
United Airlines,Total,16 March – 15 April,2023-03-12,"3,499"
United Airlines,Total,16 March – 16 April,2023-03-12,"3,895"
United Airlines,Total,16 March – 17 April,2023-03-12,"5,665"
United Airlines,Total,16 March – 18 April,2023-03-12,"6,211"
United Airlines,Total,16 March – 19 April,2023-03-12,"6,468"
United Airlines,Total,17 March – 13 April,2023-03-12,"2,459"
United Airlines,Total,17 March – 14 April,2023-03-12,"3,234"
United Airlines,Total,17 March – 15 April,2023-03-12,"3,493"
United Airlines,Total,17 March – 16 April,2023-03-12,"3,999"
United Airlines,Total,17 March – 17 April,2023-03-12,"5,650"
United Airlines,Total,17 March – 18 April,2023-03-12,"6,236"
United Airlines,Total,17 March – 19 April,2023-03-12,"6,416"
United Airlines,Total,18 March – 13 April,2023-03-12,"2,429"
United Airlines,Total,18 March – 14 April,2023-03-12,"3,303"
United Airlines,Total,18 March – 15 April,2023-03-12,"3,489"
United Airlines,Total,18 March – 16 April,2023-03-12,"3,910"
United Airlines,Total,18 March – 17 April,2023-03-12,"5,587"
United Airlines,Total,18 March – 18 April,2023-03-12,"6,108"
United Airlines,Total,18 March – 19 April,2023-03-12,"6,456"
United Airlines,Departure,1880,2023-03-13,"2,313"
United Airlines,Departure,1850,2023-03-13,"2,216"
United Airlines,Departure,1200,2023-03-13,917
United Airlines,Departure,1000,2023-03-13,797
United Airlines,Departure,1900,2023-03-13,"2,323"
United Airlines,Departure,1990,2023-03-13,"2,121"
United Airlines,Departure,1760,2023-03-13,"1,994"
United Airlines,Return,13 April,2023-03-13,565
United Airlines,Return,14 April,2023-03-13,605
United Airlines,Return,15 April,2023-03-13,936
United Airlines,Return,16 April,2023-03-13,516
United Airlines,Return,17 April,2023-03-13,547
United Airlines,Return,18 April,2023-03-13,573
United Airlines,Return,19 April,2023-03-13,582
United Airlines,Total,12 March – 13 April,2023-03-13,"2,441"
United Airlines,Total,12 March – 14 April,2023-03-13,"3,256"
United Airlines,Total,12 March – 15 April,2023-03-13,"3,573"
United Airlines,Total,12 March – 16 April,2023-03-13,"3,998"
United Airlines,Total,12 March – 17 April,2023-03-13,"5,678"
United Airlines,Total,12 March – 18 April,2023-03-13,"6,130"
United Airlines,Total,12 March – 19 April,2023-03-13,"6,467"
United Airlines,Total,13 March – 13 April,2023-03-13,"2,588"
United Airlines,Total,13 March – 14 April,2023-03-13,"3,152"
United Airlines,Total,13 March – 15 April,2023-03-13,"3,500"
United Airlines,Total,13 March – 16 April,2023-03-13,"4,077"
United Airlines,Total,13 March – 17 April,2023-03-13,"5,624"
United Airlines,Total,13 March – 18 April,2023-03-13,"6,108"
United Airlines,Total,13 March – 19 April,2023-03-13,"6,487"
United Airlines,Total,14 March – 13 April,2023-03-13,"2,543"
United Airlines,Total,14 March – 14 April,2023-03-13,"3,276"
United Airlines,Total,14 March – 15 April,2023-03-13,"3,441"
United Airlines,Total,14 March – 16 April,2023-03-13,"3,962"
United Airlines,Total,14 March – 17 April,2023-03-13,"5,585"
United Airlines,Total,14 March – 18 April,2023-03-13,"6,148"
United Airlines,Total,14 March – 19 April,2023-03-13,"6,448"
United Airlines,Total,15 March – 13 April,2023-03-13,"2,465"
United Airlines,Total,15 March – 14 April,2023-03-13,"3,203"
United Airlines,Total,15 March – 15 April,2023-03-13,"3,528"
United Airlines,Total,15 March – 16 April,2023-03-13,"4,029"
United Airlines,Total,15 March – 17 April,2023-03-13,"5,603"
United Airlines,Total,15 March – 18 April,2023-03-13,"6,152"
United Airlines,Total,15 March – 19 April,2023-03-13,"6,380"
United Airlines,Total,16 March – 13 April,2023-03-13,"2,457"
United Airlines,Total,16 March – 14 April,2023-03-13,"3,292"
United Airlines,Total,16 March – 15 April,2023-03-13,"3,408"
United Airlines,Total,16 March – 16 April,2023-03-13,"4,011"
United Airlines,Total,16 March – 17 April,2023-03-13,"5,564"
United Airlines,Total,16 March – 18 April,2023-03-13,"6,225"
United Airlines,Total,16 March – 19 April,2023-03-13,"6,455"
United Airlines,Total,17 March – 13 April,2023-03-13,"2,469"
United Airlines,Total,17 March – 14 April,2023-03-13,"3,321"
United Airlines,Total,17 March – 15 April,2023-03-13,"3,568"
United Airlines,Total,17 March – 16 April,2023-03-13,"3,999"
United Airlines,Total,17 March – 17 April,2023-03-13,"5,683"
United Airlines,Total,17 March – 18 April,2023-03-13,"6,165"
United Airlines,Total,17 March – 19 April,2023-03-13,"6,379"
United Airlines,Total,18 March – 13 April,2023-03-13,"2,552"
United Airlines,Total,18 March – 14 April,2023-03-13,"3,142"
United Airlines,Total,18 March – 15 April,2023-03-13,"3,539"
United Airlines,Total,18 March – 16 April,2023-03-13,"3,963"
United Airlines,Total,18 March – 17 April,2023-03-13,"5,516"
United Airlines,Total,18 March – 18 April,2023-03-13,"6,233"
United Airlines,Total,18 March – 19 April,2023-03-13,"6,454"
United Airlines,Departure,1880,2023-03-14,"1,455"
United Airlines,Departure,1850,2023-03-14,"1,618"
United Airlines,Departure,1200,2023-03-14,843
United Airlines,Departure,1000,2023-03-14,"1,327"
United Airlines,Departure,1900,2023-03-14,"1,414"
United Airlines,Departure,1990,2023-03-14,"1,684"
United Airlines,Departure,1760,2023-03-14,"1,993"
United Airlines,Return,13 April,2023-03-14,591
United Airlines,Return,14 April,2023-03-14,819
United Airlines,Return,15 April,2023-03-14,762
United Airlines,Return,16 April,2023-03-14,727
United Airlines,Return,17 April,2023-03-14,648
United Airlines,Return,18 April,2023-03-14,585
United Airlines,Return,19 April,2023-03-14,504
United Airlines,Total,12 March – 13 April,2023-03-14,"2,547"
United Airlines,Total,12 March – 14 April,2023-03-14,"3,301"
United Airlines,Total,12 March – 15 April,2023-03-14,"3,463"
United Airlines,Total,12 March – 16 April,2023-03-14,"3,949"
United Airlines,Total,12 March – 17 April,2023-03-14,"5,577"
United Airlines,Total,12 March – 18 April,2023-03-14,"6,282"
