airline_name,type,flight_date,timestamp,price
United Airlines,Total,13 March – 13 April,2023-04-14,"2,558"
United Airlines,Total,13 March – 14 April,2023-04-14,"3,264"
United Airlines,Total,13 March – 15 April,2023-04-14,"3,422"
United Airlines,Total,13 March – 16 April,2023-04-14,"4,054"
United Airlines,Total,13 March – 17 April,2023-04-14,"5,663"
United Airlines,Total,13 March – 18 April,2023-04-14,"6,180"
United Airlines,Total,13 March – 19 April,2023-04-14,"6,442"
United Airlines,Total,14 March – 13 April,2023-04-14,"2,444"
United Airlines,Total,14 March – 14 April,2023-04-14,"3,304"
United Airlines,Total,14 March – 15 April,2023-04-14,"3,412"
United Airlines,Total,14 March – 16 April,2023-04-14,"3,900"
United Airlines,Total,14 March – 17 April,2023-04-14,"5,623"
United Airlines,Total,14 March – 18 April,2023-04-14,"6,190"
United Airlines,Total,14 March – 19 April,2023-04-14,"6,467"
United Airlines,Total,15 March – 13 April,2023-04-14,"2,568"
United Airlines,Total,15 March – 14 April,2023-04-14,"3,293"
United Airlines,Total,15 March – 15 April,2023-04-14,"3,443"
United Airlines,Total,15 March – 16 April,2023-04-14,"4,035"
United Airlines,Total,15 March – 17 April,2023-04-14,"5,710"
United Airlines,Total,15 March – 18 April,2023-04-14,"6,242"
United Airlines,Total,15 March – 19 April,2023-04-14,"6,485"
United Airlines,Total,16 March – 13 April,2023-04-14,"2,610"
United Airlines,Total,16 March – 14 April,2023-04-14,"3,302"
United Airlines,Total,16 March – 15 April,2023-04-14,"3,490"
United Airlines,Total,16 March – 16 April,2023-04-14,"4,041"
United Airlines,Total,16 March – 17 April,2023-04-14,"5,560"
United Airlines,Total,16 March – 18 April,2023-04-14,"6,195"
United Airlines,Total,16 March – 19 April,2023-04-14,"6,471"
United Airlines,Total,17 March – 13 April,2023-04-14,"2,521"
United Airlines,Total,17 March – 14 April,2023-04-14,"3,313"
United Airlines,Total,17 March – 15 April,2023-04-14,"3,548"
United Airlines,Total,17 March – 16 April,2023-04-14,"4,068"
United Airlines,Total,17 March – 17 April,2023-04-14,"5,533"
United Airlines,Total,17 March – 18 April,2023-04-14,"6,193"
United Airlines,Total,17 March – 19 April,2023-04-14,"6,506"
United Airlines,Total,18 March – 13 April,2023-04-14,"2,510"
United Airlines,Total,18 March – 14 April,2023-04-14,"3,308"
United Airlines,Total,18 March – 15 April,2023-04-14,"3,473"
United Airlines,Total,18 March – 16 April,2023-04-14,"3,906"
United Airlines,Total,18 March – 17 April,2023-04-14,"5,670"
United Airlines,Total,18 March – 18 April,2023-04-14,"6,118"
United Airlines,Total,18 March – 19 April,2023-04-14,"6,500"
United Airlines,Departure,1880,2023-04-15,"1,724"
United Airlines,Departure,1850,2023-04-15,"1,539"
United Airlines,Departure,1200,2023-04-15,"1,144"
United Airlines,Departure,1000,2023-04-15,711
United Airlines,Departure,1900,2023-04-15,"1,604"
United Airlines,Departure,1990,2023-04-15,"1,709"
United Airlines,Departure,1760,2023-04-15,"1,398"
United Airlines,Return,13 April,2023-04-15,473
United Airlines,Return,14 April,2023-04-15,645
United Airlines,Return,15 April,2023-04-15,776
United Airlines,Return,16 April,2023-04-15,714
United Airlines,Return,17 April,2023-04-15,799
United Airlines,Return,18 April,2023-04-15,534
United Airlines,Return,19 April,2023-04-15,324
United Airlines,Total,12 March – 13 April,2023-04-15,"2,537"
United Airlines,Total,12 March – 14 April,2023-04-15,"3,320"
United Airlines,Total,12 March – 15 April,2023-04-15,"3,521"
United Airlines,Total,12 March – 16 April,2023-04-15,"3,973"
United Airlines,Total,12 March – 17 April,2023-04-15,"5,651"
United Airlines,Total,12 March – 18 April,2023-04-15,"6,125"
United Airlines,Total,12 March – 19 April,2023-04-15,"6,472"
United Airlines,Total,13 March – 13 April,2023-04-15,"2,503"
United Airlines,Total,13 March – 14 April,2023-04-15,"3,227"
United Airlines,Total,13 March – 15 April,2023-04-15,"3,526"
United Airlines,Total,13 March – 16 April,2023-04-15,"4,026"
United Airlines,Total,13 March – 17 April,2023-04-15,"5,643"
United Airlines,Total,13 March – 18 April,2023-04-15,"6,164"
United Airlines,Total,13 March – 19 April,2023-04-15,"6,362"
United Airlines,Total,14 March – 13 April,2023-04-15,"2,603"
United Airlines,Total,14 March – 14 April,2023-04-15,"3,212"
United Airlines,Total,14 March – 15 April,2023-04-15,"3,526"
United Airlines,Total,14 March – 16 April,2023-04-15,"3,927"
United Airlines,Total,14 March – 17 April,2023-04-15,"5,652"
United Airlines,Total,14 March – 18 April,2023-04-15,"6,200"
United Airlines,Total,14 March – 19 April,2023-04-15,"6,556"
United Airlines,Total,15 March – 13 April,2023-04-15,"2,477"
United Airlines,Total,15 March – 14 April,2023-04-15,"3,131"
United Airlines,Total,15 March – 15 April,2023-04-15,"3,548"
United Airlines,Total,15 March – 16 April,2023-04-15,"3,884"
United Airlines,Total,15 March – 17 April,2023-04-15,"5,714"
United Airlines,Total,15 March – 18 April,2023-04-15,"6,244"
United Airlines,Total,15 March – 19 April,2023-04-15,"6,375"
United Airlines,Total,16 March – 13 April,2023-04-15,"2,434"
United Airlines,Total,16 March – 14 April,2023-04-15,"3,235"
United Airlines,Total,16 March – 15 April,2023-04-15,"3,473"
United Airlines,Total,16 March – 16 April,2023-04-15,"3,886"
United Airlines,Total,16 March – 17 April,2023-04-15,"5,549"
United Airlines,Total,16 March – 18 April,2023-04-15,"6,176"
United Airlines,Total,16 March – 19 April,2023-04-15,"6,539"
United Airlines,Total,17 March – 13 April,2023-04-15,"2,538"
United Airlines,Total,17 March – 14 April,2023-04-15,"3,230"
United Airlines,Total,17 March – 15 April,2023-04-15,"3,504"
United Airlines,Total,17 March – 16 April,2023-04-15,"4,017"
United Airlines,Total,17 March – 17 April,2023-04-15,"5,568"
United Airlines,Total,17 March – 18 April,2023-04-15,"6,260"
United Airlines,Total,17 March – 19 April,2023-04-15,"6,543"
United Airlines,Total,18 March – 13 April,2023-04-15,"2,457"
United Airlines,Total,18 March – 14 April,2023-04-15,"3,249"
United Airlines,Total,18 March – 15 April,2023-04-15,"3,458"
United Airlines,Total,18 March – 16 April,2023-04-15,"3,888"
United Airlines,Total,18 March – 17 April,2023-04-15,"5,697"
United Airlines,Total,18 March – 18 April,2023-04-15,"6,111"
United Airlines,Total,18 March – 19 April,2023-04-15,"6,506"
United Airlines,Departure,1880,2023-04-16,"1,449"
United Airlines,Departure,1850,2023-04-16,"2,348"
United Airlines,Departure,1200,2023-04-16,"1,559"
United Airlines,Departure,1000,2023-04-16,703
United Airlines,Departure,1900,2023-04-16,"1,571"
United Airlines,Departure,1990,2023-04-16,"2,064"
United Airlines,Departure,1760,2023-04-16,"1,787"
United Airlines,Return,13 April,2023-04-16,646
United Airlines,Return,14 April,2023-04-16,582
United Airlines,Return,15 April,2023-04-16,971
United Airlines,Return,16 April,2023-04-16,713
United Airlines,Return,17 April,2023-04-16,650
United Airlines,Return,18 April,2023-04-16,488
United Airlines,Return,19 April,2023-04-16,310
United Airlines,Total,12 March – 13 April,2023-04-16,"2,484"
United Airlines,Total,12 March – 14 April,2023-04-16,"3,275"
United Airlines,Total,12 March – 15 April,2023-04-16,"3,477"
United Airlines,Total,12 March – 16 April,2023-04-16,"3,888"
United Airlines,Total,12 March – 17 April,2023-04-16,"5,668"
United Airlines,Total,12 March – 18 April,2023-04-16,"6,128"
United Airlines,Total,12 March – 19 April,2023-04-16,"6,550"
United Airlines,Total,13 March – 13 April,2023-04-16,"2,526"
United Airlines,Total,13 March – 14 April,2023-04-16,"3,242"
United Airlines,Total,13 March – 15 April,2023-04-16,"3,464"
United Airlines,Total,13 March – 16 April,2023-04-16,"3,921"
United Airlines,Total,13 March – 17 April,2023-04-16,"5,708"
United Airlines,Total,13 March – 18 April,2023-04-16,"6,191"
United Airlines,Total,13 March – 19 April,2023-04-16,"6,535"
United Airlines,Total,14 March – 13 April,2023-04-16,"2,515"
United Airlines,Total,14 March – 14 April,2023-04-16,"3,184"
United Airlines,Total,14 March – 15 April,2023-04-16,"3,512"
United Airlines,Total,14 March – 16 April,2023-04-16,"3,938"
United Airlines,Total,14 March – 17 April,2023-04-16,"5,652"
United Airlines,Total,14 March – 18 April,2023-04-16,"6,211"
United Airlines,Total,14 March – 19 April,2023-04-16,"6,481"
United Airlines,Total,15 March – 13 April,2023-04-16,"2,446"
United Airlines,Total,15 March – 14 April,2023-04-16,"3,196"
United Airlines,Total,15 March – 15 April,2023-04-16,"3,579"
United Airlines,Total,15 March – 16 April,2023-04-16,"4,012"
United Airlines,Total,15 March – 17 April,2023-04-16,"5,709"
United Airlines,Total,15 March – 18 April,2023-04-16,"6,202"
United Airlines,Total,15 March – 19 April,2023-04-16,"6,531"
United Airlines,Total,16 March – 13 April,2023-04-16,"2,451"
United Airlines,Total,16 March – 14 April,2023-04-16,"3,230"
United Airlines,Total,16 March – 15 April,2023-04-16,"3,528"
United Airlines,Total,16 March – 16 April,2023-04-16,"4,050"
United Airlines,Total,16 March – 17 April,2023-04-16,"5,689"
United Airlines,Total,16 March – 18 April,2023-04-16,"6,136"
United Airlines,Total,16 March – 19 April,2023-04-16,"6,529"
United Airlines,Total,17 March – 13 April,2023-04-16,"2,518"
United Airlines,Total,17 March – 14 April,2023-04-16,"3,281"
United Airlines,Total,17 March – 15 April,2023-04-16,"3,434"
United Airlines,Total,17 March – 16 April,2023-04-16,"3,886"
United Airlines,Total,17 March – 17 April,2023-04-16,"5,703"
United Airlines,Total,17 March – 18 April,2023-04-16,"6,104"
United Airlines,Total,17 March – 19 April,2023-04-16,"6,437"
United Airlines,Total,18 March – 13 April,2023-04-16,"2,441"
United Airlines,Total,18 March – 14 April,2023-04-16,"3,305"
United Airlines,Total,18 March – 15 April,2023-04-16,"3,522"
United Airlines,Total,18 March – 16 April,2023-04-16,"4,056"
United Airlines,Total,18 March – 17 April,2023-04-16,"5,520"
United Airlines,Total,18 March – 18 April,2023-04-16,"6,110"
United Airlines,Total,18 March – 19 April,2023-04-16,"6,489"
United Airlines,Departure,1880,2023-04-17,"1,766"
United Airlines,Departure,1850,2023-04-17,"1,542"
United Airlines,Departure,1200,2023-04-17,"1,496"
United Airlines,Departure,1000,2023-04-17,580
United Airlines,Departure,1900,2023-04-17,"1,695"
United Airlines,Departure,1990,2023-04-17,"1,925"
United Airlines,Departure,1760,2023-04-17,"1,699"
United Airlines,Return,13 April,2023-04-17,609
United Airlines,Return,14 April,2023-04-17,718
United Airlines,Return,15 April,2023-04-17,907
United Airlines,Return,16 April,2023-04-17,776
United Airlines,Return,17 April,2023-04-17,740
United Airlines,Return,18 April,2023-04-17,381
United Airlines,Return,19 April,2023-04-17,398
United Airlines,Total,12 March – 13 April,2023-04-17,"2,545"
United Airlines,Total,12 March – 14 April,2023-04-17,"3,171"
United Airlines,Total,12 March – 15 April,2023-04-17,"3,486"
United Airlines,Total,12 March – 16 April,2023-04-17,"4,037"
United Airlines,Total,12 March – 17 April,2023-04-17,"5,562"
United Airlines,Total,12 March – 18 April,2023-04-17,"6,212"
United Airlines,Total,12 March – 19 April,2023-04-17,"6,482"
United Airlines,Total,13 March – 13 April,2023-04-17,"2,443"
United Airlines,Total,13 March – 14 April,2023-04-17,"3,136"
United Airlines,Total,13 March – 15 April,2023-04-17,"3,461"
United Airlines,Total,13 March – 16 April,2023-04-17,"4,015"
United Airlines,Total,13 March – 17 April,2023-04-17,"5,524"
United Airlines,Total,13 March – 18 April,2023-04-17,"6,226"
United Airlines,Total,13 March – 19 April,2023-04-17,"6,531"
United Airlines,Total,14 March – 13 April,2023-04-17,"2,433"
United Airlines,Total,14 March – 14 April,2023-04-17,"3,173"
United Airlines,Total,14 March – 15 April,2023-04-17,"3,544"
United Airlines,Total,14 March – 16 April,2023-04-17,"4,029"
United Airlines,Total,14 March – 17 April,2023-04-17,"5,581"
United Airlines,Total,14 March – 18 April,2023-04-17,"6,293"
United Airlines,Total,14 March – 19 April,2023-04-17,"6,497"
United Airlines,Total,15 March – 13 April,2023-04-17,"2,449"
United Airlines,Total,15 March – 14 April,2023-04-17,"3,223"
United Airlines,Total,15 March – 15 April,2023-04-17,"3,587"
United Airlines,Total,15 March – 16 April,2023-04-17,"4,044"
United Airlines,Total,15 March – 17 April,2023-04-17,"5,614"
United Airlines,Total,15 March – 18 April,2023-04-17,"6,232"
United Airlines,Total,15 March – 19 April,2023-04-17,"6,472"
United Airlines,Total,16 March – 13 April,2023-04-17,"2,473"
United Airlines,Total,16 March – 14 April,2023-04-17,"3,280"
United Airlines,Total,16 March – 15 April,2023-04-17,"3,397"
United Airlines,Total,16 March – 16 April,2023-04-17,"3,951"
United Airlines,Total,16 March – 17 April,2023-04-17,"5,715"
United Airlines,Total,16 March – 18 April,2023-04-17,"6,134"
United Airlines,Total,16 March – 19 April,2023-04-17,"6,464"
United Airlines,Total,17 March – 13 April,2023-04-17,"2,582"
United Airlines,Total,17 March – 14 April,2023-04-17,"3,220"
United Airlines,Total,17 March – 15 April,2023-04-17,"3,494"
United Airlines,Total,17 March – 16 April,2023-04-17,"3,947"
United Airlines,Total,17 March – 17 April,2023-04-17,"5,582"
United Airlines,Total,17 March – 18 April,2023-04-17,"6,199"
United Airlines,Total,17 March – 19 April,2023-04-17,"6,533"
United Airlines,Total,18 March – 13 April,2023-04-17,"2,605"
United Airlines,Total,18 March – 14 April,2023-04-17,"3,305"
United Airlines,Total,18 March – 15 April,2023-04-17,"3,553"
United Airlines,Total,18 March – 16 April,2023-04-17,"4,014"
United Airlines,Total,18 March – 17 April,2023-04-17,"5,572"
United Airlines,Total,18 March – 18 April,2023-04-17,"6,164"
United Airlines,Total,18 March – 19 April,2023-04-17,"6,447"
United Airlines,Departure,1880,2023-04-18,"1,810"
United Airlines,Departure,1850,2023-04-18,"2,322"
United Airlines,Departure,1200,2023-04-18,"1,082"
United Airlines,Departure,1000,2023-04-18,689
United Airlines,Departure,1900,2023-04-18,"2,298"
United Airlines,Departure,1990,2023-04-18,"1,921"
United Airlines,Departure,1760,2023-04-18,"1,334"
United Airlines,Return,13 April,2023-04-18,639
United Airlines,Return,14 April,2023-04-18,752
United Airlines,Return,15 April,2023-04-18,"1,007"
United Airlines,Return,16 April,2023-04-18,760
United Airlines,Return,17 April,2023-04-18,673
United Airlines,Return,18 April,2023-04-18,476
United Airlines,Return,19 April,2023-04-18,386
United Airlines,Total,12 March – 13 April,2023-04-18,"2,592"
United Airlines,Total,12 March – 14 April,2023-04-18,"3,177"
United Airlines,Total,12 March – 15 April,2023-04-18,"3,437"
United Airlines,Total,12 March – 16 April,2023-04-18,"4,068"
United Airlines,Total,12 March – 17 April,2023-04-18,"5,677"
United Airlines,Total,12 March – 18 April,2023-04-18,"6,254"
United Airlines,Total,12 March – 19 April,2023-04-18,"6,408"
United Airlines,Total,13 March – 13 April,2023-04-18,"2,612"
United Airlines,Total,13 March – 14 April,2023-04-18,"3,191"
United Airlines,Total,13 March – 15 April,2023-04-18,"3,517"
United Airlines,Total,13 March – 16 April,2023-04-18,"3,925"
United Airlines,Total,13 March – 17 April,2023-04-18,"5,665"
United Airlines,Total,13 March – 18 April,2023-04-18,"6,263"
United Airlines,Total,13 March – 19 April,2023-04-18,"6,385"
United Airlines,Total,14 March – 13 April,2023-04-18,"2,546"
United Airlines,Total,14 March – 14 April,2023-04-18,"3,143"
United Airlines,Total,14 March – 15 April,2023-04-18,"3,530"
United Airlines,Total,14 March – 16 April,2023-04-18,"4,020"
United Airlines,Total,14 March – 17 April,2023-04-18,"5,692"
United Airlines,Total,14 March – 18 April,2023-04-18,"6,163"
United Airlines,Total,14 March – 19 April,2023-04-18,"6,428"
United Airlines,Total,15 March – 13 April,2023-04-18,"2,610"
United Airlines,Total,15 March – 14 April,2023-04-18,"3,135"
United Airlines,Total,15 March – 15 April,2023-04-18,"3,542"
United Airlines,Total,15 March – 16 April,2023-04-18,"3,971"
United Airlines,Total,15 March – 17 April,2023-04-18,"5,602"
United Airlines,Total,15 March – 18 April,2023-04-18,"6,234"
United Airlines,Total,15 March – 19 April,2023-04-18,"6,483"
United Airlines,Total,16 March – 13 April,2023-04-18,"2,524"
United Airlines,Total,16 March – 14 April,2023-04-18,"3,198"
United Airlines,Total,16 March – 15 April,2023-04-18,"3,578"
United Airlines,Total,16 March – 16 April,2023-04-18,"3,983"
United Airlines,Total,16 March – 17 April,2023-04-18,"5,709"
United Airlines,Total,16 March – 18 April,2023-04-18,"6,118"
United Airlines,Total,16 March – 19 April,2023-04-18,"6,436"
United Airlines,Total,17 March – 13 April,2023-04-18,"2,501"
United Airlines,Total,17 March – 14 April,2023-04-18,"3,265"
United Airlines,Total,17 March – 15 April,2023-04-18,"3,420"
United Airlines,Total,17 March – 16 April,2023-04-18,"4,067"
United Airlines,Total,17 March – 17 April,2023-04-18,"5,705"
United Airlines,Total,17 March – 18 April,2023-04-18,"6,158"
United Airlines,Total,17 March – 19 April,2023-04-18,"6,454"
United Airlines,Total,18 March – 13 April,2023-04-18,"2,497"
United Airlines,Total,18 March – 14 April,2023-04-18,"3,303"
United Airlines,Total,18 March – 15 April,2023-04-18,"3,474"
United Airlines,Total,18 March – 16 April,2023-04-18,"3,998"
United Airlines,Total,18 March – 17 April,2023-04-18,"5,654"
United Airlines,Total,18 March – 18 April,2023-04-18,"6,252"
United Airlines,Total,18 March – 19 April,2023-04-18,"6,423"
United Airlines,Departure,1880,2023-04-19,"2,230"
United Airlines,Departure,1850,2023-04-19,"1,539"
United Airlines,Departure,1200,2023-04-19,"1,227"
United Airlines,Departure,1000,2023-04-19,"1,394"
United Airlines,Departure,1900,2023-04-19,"2,222"
United Airlines,Departure,1990,2023-04-19,"2,117"
United Airlines,Departure,1760,2023-04-19,"1,978"
United Airlines,Return,13 April,2023-04-19,506
United Airlines,Return,14 April,2023-04-19,828
United Airlines,Return,15 April,2023-04-19,736
United Airlines,Return,16 April,2023-04-19,495
United Airlines,Return,17 April,2023-04-19,687
United Airlines,Return,18 April,2023-04-19,545
United Airlines,Return,19 April,2023-04-19,512
United Airlines,Total,12 March – 13 April,2023-04-19,"2,608"
United Airlines,Total,12 March – 14 April,2023-04-19,"3,302"
United Airlines,Total,12 March – 15 April,2023-04-19,"3,403"
United Airlines,Total,12 March – 16 April,2023-04-19,"4,002"
United Airlines,Total,12 March – 17 April,2023-04-19,"5,684"
United Airlines,Total,12 March – 18 April,2023-04-19,"6,253"
United Airlines,Total,12 March – 19 April,2023-04-19,"6,413"
United Airlines,Total,13 March – 13 April,2023-04-19,"2,464"
United Airlines,Total,13 March – 14 April,2023-04-19,"3,219"
United Airlines,Total,13 March – 15 April,2023-04-19,"3,532"
United Airlines,Total,13 March – 16 April,2023-04-19,"3,891"
United Airlines,Total,13 March – 17 April,2023-04-19,"5,687"
United Airlines,Total,13 March – 18 April,2023-04-19,"6,219"
United Airlines,Total,13 March – 19 April,2023-04-19,"6,533"
United Airlines,Total,14 March – 13 April,2023-04-19,"2,521"
United Airlines,Total,14 March – 14 April,2023-04-19,"3,288"
United Airlines,Total,14 March – 15 April,2023-04-19,"3,473"
United Airlines,Total,14 March – 16 April,2023-04-19,"4,031"
United Airlines,Total,14 March – 17 April,2023-04-19,"5,647"
United Airlines,Total,14 March – 18 April,2023-04-19,"6,239"
United Airlines,Total,14 March – 19 April,2023-04-19,"6,373"
United Airlines,Total,15 March – 13 April,2023-04-19,"2,429"
United Airlines,Total,15 March – 14 April,2023-04-19,"3,124"
United Airlines,Total,15 March – 15 April,2023-04-19,"3,543"
United Airlines,Total,15 March – 16 April,2023-04-19,"4,022"
United Airlines,Total,15 March – 17 April,2023-04-19,"5,629"
United Airlines,Total,15 March – 18 April,2023-04-19,"6,262"
United Airlines,Total,15 March – 19 April,2023-04-19,"6,426"
United Airlines,Total,16 March – 13 April,2023-04-19,"2,441"
United Airlines,Total,16 March – 14 April,2023-04-19,"3,289"
United Airlines,Total,16 March – 15 April,2023-04-19,"3,454"
United Airlines,Total,16 March – 16 April,2023-04-19,"3,986"
United Airlines,Total,16 March – 17 April,2023-04-19,"5,655"
United Airlines,Total,16 March – 18 April,2023-04-19,"6,265"
United Airlines,Total,16 March – 19 April,2023-04-19,"6,421"
United Airlines,Total,17 March – 13 April,2023-04-19,"2,575"
United Airlines,Total,17 March – 14 April,2023-04-19,"3,281"
United Airlines,Total,17 March – 15 April,2023-04-19,"3,566"
United Airlines,Total,17 March – 16 April,2023-04-19,"4,036"
United Airlines,Total,17 March – 17 April,2023-04-19,"5,521"
United Airlines,Total,17 March – 18 April,2023-04-19,"6,111"
United Airlines,Total,17 March – 19 April,2023-04-19,"6,379"
United Airlines,Total,18 March – 13 April,2023-04-19,"2,556"
United Airlines,Total,18 March – 14 April,2023-04-19,"3,291"
United Airlines,Total,18 March – 15 April,2023-04-19,"3,497"
United Airlines,Total,18 March – 16 April,2023-04-19,"3,971"
United Airlines,Total,18 March – 17 April,2023-04-19,"5,594"
United Airlines,Total,18 March – 18 April,2023-04-19,"6,166"
United Airlines,Total,18 March – 19 April,2023-04-19,"6,398"
United Airlines,Departure,1880,2023-04-20,"1,557"
United Airlines,Departure,1850,2023-04-20,"2,029"
United Airlines,Departure,1200,2023-04-20,"1,250"
United Airlines,Departure,1000,2023-04-20,908
United Airlines,Departure,1900,2023-04-20,"2,313"
United Airlines,Departure,1990,2023-04-20,"1,908"
United Airlines,Departure,1760,2023-04-20,"2,073"
United Airlines,Return,13 April,2023-04-20,704
United Airlines,Return,14 April,2023-04-20,791
United Airlines,Return,15 April,2023-04-20,877
United Airlines,Return,16 April,2023-04-20,497
United Airlines,Return,17 April,2023-04-20,714
United Airlines,Return,18 April,2023-04-20,490
United Airlines,Return,19 April,2023-04-20,298
United Airlines,Total,12 March – 13 April,2023-04-20,"2,482"
United Airlines,Total,12 March – 14 April,2023-04-20,"3,127"
United Airlines,Total,12 March – 15 April,2023-04-20,"3,544"
United Airlines,Total,12 March – 16 April,2023-04-20,"4,064"
United Airlines,Total,12 March – 17 April,2023-04-20,"5,572"
United Airlines,Total,12 March – 18 April,2023-04-20,"6,118"
United Airlines,Total,12 March – 19 April,2023-04-20,"6,399"
United Airlines,Total,13 March – 13 April,2023-04-20,"2,618"
United Airlines,Total,13 March – 14 April,2023-04-20,"3,186"
United Airlines,Total,13 March – 15 April,2023-04-20,"3,476"
United Airlines,Total,13 March – 16 April,2023-04-20,"4,075"
United Airlines,Total,13 March – 17 April,2023-04-20,"5,581"
United Airlines,Total,13 March – 18 April,2023-04-20,"6,241"
United Airlines,Total,13 March – 19 April,2023-04-20,"6,443"
United Airlines,Total,14 March – 13 April,2023-04-20,"2,603"
United Airlines,Total,14 March – 14 April,2023-04-20,"3,260"
United Airlines,Total,14 March – 15 April,2023-04-20,"3,405"
United Airlines,Total,14 March – 16 April,2023-04-20,"3,915"
United Airlines,Total,14 March – 17 April,2023-04-20,"5,673"
United Airlines,Total,14 March – 18 April,2023-04-20,"6,295"
United Airlines,Total,14 March – 19 April,2023-04-20,"6,495"
United Airlines,Total,15 March – 13 April,2023-04-20,"2,554"
United Airlines,Total,15 March – 14 April,2023-04-20,"3,150"
United Airlines,Total,15 March – 15 April,2023-04-20,"3,454"
United Airlines,Total,15 March – 16 April,2023-04-20,"4,030"
United Airlines,Total,15 March – 17 April,2023-04-20,"5,549"
United Airlines,Total,15 March – 18 April,2023-04-20,"6,259"
United Airlines,Total,15 March – 19 April,2023-04-20,"6,385"
United Airlines,Total,16 March – 13 April,2023-04-20,"2,584"
United Airlines,Total,16 March – 14 April,2023-04-20,"3,273"
United Airlines,Total,16 March – 15 April,2023-04-20,"3,518"
United Airlines,Total,16 March – 16 April,2023-04-20,"3,948"
United Airlines,Total,16 March – 17 April,2023-04-20,"5,714"
United Airlines,Total,16 March – 18 April,2023-04-20,"6,121"
United Airlines,Total,16 March – 19 April,2023-04-20,"6,418"
United Airlines,Total,17 March – 13 April,2023-04-20,"2,594"
United Airlines,Total,17 March – 14 April,2023-04-20,"3,247"
United Airlines,Total,17 March – 15 April,2023-04-20,"3,566"
United Airlines,Total,17 March – 16 April,2023-04-20,"3,922"
United Airlines,Total,17 March – 17 April,2023-04-20,"5,670"
United Airlines,Total,17 March – 18 April,2023-04-20,"6,237"
United Airlines,Total,17 March – 19 April,2023-04-20,"6,482"
United Airlines,Total,18 March – 13 April,2023-04-20,"2,597"
United Airlines,Total,18 March – 14 April,2023-04-20,"3,237"
United Airlines,Total,18 March – 15 April,2023-04-20,"3,583"
United Airlines,Total,18 March – 16 April,2023-04-20,"4,003"
United Airlines,Total,18 March – 17 April,2023-04-20,"5,596"
United Airlines,Total,18 March – 18 April,2023-04-20,"6,274"
United Airlines,Total,18 March – 19 April,2023-04-20,"6,510"
United Airlines,Departure,1880,2023-04-21,"1,789"
United Airlines,Departure,1850,2023-04-21,"2,075"
United Airlines,Departure,1200,2023-04-21,"1,348"
United Airlines,Departure,1000,2023-04-21,516
United Airlines,Departure,1900,2023-04-21,"1,846"
United Airlines,Departure,1990,2023-04-21,"2,396"
United Airlines,Departure,1760,2023-04-21,"1,587"
United Airlines,Return,13 April,2023-04-21,667
United Airlines,Return,14 April,2023-04-21,809
United Airlines,Return,15 April,2023-04-21,888
United Airlines,Return,16 April,2023-04-21,639
United Airlines,Return,17 April,2023-04-21,718
United Airlines,Return,18 April,2023-04-21,586
United Airlines,Return,19 April,2023-04-21,543
United Airlines,Total,12 March – 13 April,2023-04-21,"2,482"
United Airlines,Total,12 March – 14 April,2023-04-21,"3,137"
United Airlines,Total,12 March – 15 April,2023-04-21,"3,556"
United Airlines,Total,12 March – 16 April,2023-04-21,"3,998"
United Airlines,Total,12 March – 17 April,2023-04-21,"5,647"
United Airlines,Total,12 March – 18 April,2023-04-21,"6,233"
United Airlines,Total,12 March – 19 April,2023-04-21,"6,435"
United Airlines,Total,13 March – 13 April,2023-04-21,"2,526"
United Airlines,Total,13 March – 14 April,2023-04-21,"3,179"
United Airlines,Total,13 March – 15 April,2023-04-21,"3,571"
United Airlines,Total,13 March – 16 April,2023-04-21,"3,897"
United Airlines,Total,13 March – 17 April,2023-04-21,"5,588"
United Airlines,Total,13 March – 18 April,2023-04-21,"6,117"
United Airlines,Total,13 March – 19 April,2023-04-21,"6,492"
United Airlines,Total,14 March – 13 April,2023-04-21,"2,490"
United Airlines,Total,14 March – 14 April,2023-04-21,"3,194"
United Airlines,Total,14 March – 15 April,2023-04-21,"3,517"
United Airlines,Total,14 March – 16 April,2023-04-21,"4,016"
United Airlines,Total,14 March – 17 April,2023-04-21,"5,699"
United Airlines,Total,14 March – 18 April,2023-04-21,"6,264"
United Airlines,Total,14 March – 19 April,2023-04-21,"6,366"
United Airlines,Total,15 March – 13 April,2023-04-21,"2,593"
United Airlines,Total,15 March – 14 April,2023-04-21,"3,229"
United Airlines,Total,15 March – 15 April,2023-04-21,"3,458"
United Airlines,Total,15 March – 16 April,2023-04-21,"3,920"
United Airlines,Total,15 March – 17 April,2023-04-21,"5,605"
United Airlines,Total,15 March – 18 April,2023-04-21,"6,134"
United Airlines,Total,15 March – 19 April,2023-04-21,"6,556"
United Airlines,Total,16 March – 13 April,2023-04-21,"2,441"
United Airlines,Total,16 March – 14 April,2023-04-21,"3,318"
United Airlines,Total,16 March – 15 April,2023-04-21,"3,515"
United Airlines,Total,16 March – 16 April,2023-04-21,"3,950"
United Airlines,Total,16 March – 17 April,2023-04-21,"5,638"
United Airlines,Total,16 March – 18 April,2023-04-21,"6,207"
United Airlines,Total,16 March – 19 April,2023-04-21,"6,511"
United Airlines,Total,17 March – 13 April,2023-04-21,"2,577"
United Airlines,Total,17 March – 14 April,2023-04-21,"3,233"
United Airlines,Total,17 March – 15 April,2023-04-21,"3,584"
United Airlines,Total,17 March – 16 April,2023-04-21,"3,899"
